short_name,long_name,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,club_position,club_jersey_number,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_curve,skill_ball_control,movement_agility,movement_reactions,power_shot_power,power_jumping,player_face_url,club_logo_url
S. Umtiti,Samuel Yves Umtiti,76,82,3800000.0,60000.0,20,181,75,Olympique Lyonnais,LCB,23.0,France,Left,74.0,54.0,59.0,63.0,77.0,77.0,60,54,68,60,74,70,83,https://cdn.sofifa.net/players/205/600/15_120.png,https://cdn.sofifa.net/teams/66/60.png
C. Atsu,Christian Atsu Twasam,76,81,4500000.0,45000.0,22,172,68,Everton,SUB,19.0,Ghana,Left,92.0,66.0,71.0,80.0,31.0,55.0,80,69,75,88,74,71,67,https://cdn.sofifa.net/players/205/601/15_120.png,https://cdn.sofifa.net/teams/7/60.png
V. Chiricheş,Vlad Iulian Chiricheș,76,80,4900000.0,60000.0,24,184,78,Tottenham Hotspur,LCB,6.0,Romania,Right,81.0,65.0,59.0,66.0,77.0,74.0,65,45,67,58,77,81,73,https://cdn.sofifa.net/players/205/943/15_120.png,https://cdn.sofifa.net/teams/18/60.png
M. De Sciglio,Mattia De Sciglio,76,86,3800000.0,70000.0,21,183,74,AC Milan,LB,2.0,Italy,Right,84.0,44.0,71.0,70.0,74.0,77.0,65,77,75,76,73,63,74,https://cdn.sofifa.net/players/206/058/15_120.png,https://cdn.sofifa.net/teams/47/60.png
N. Veldevés,Nestor Veldevés,76,76,,,31,175,73,,,,Paraguay,Right,78.0,72.0,63.0,72.0,48.0,79.0,71,69,72,74,84,81,92,https://cdn.sofifa.net/players/209/083/15_120.png,
Dória,Matheus Dória Macedo,76,84,3400000.0,60000.0,19,189,82,Olympique de Marseille,SUB,4.0,Brazil,Left,57.0,33.0,50.0,51.0,78.0,76.0,41,20,66,47,68,59,77,https://cdn.sofifa.net/players/209/329/15_120.png,https://cdn.sofifa.net/teams/219/60.png
M. Salah,Mohamed Salah Ghaly,76,84,4500000.0,70000.0,22,175,72,Chelsea,SUB,17.0,Egypt,Left,93.0,65.0,70.0,83.0,48.0,64.0,85,63,81,86,69,74,70,https://cdn.sofifa.net/players/209/331/15_120.png,https://cdn.sofifa.net/teams/5/60.png
Hernane,Hernane Vidal de Souza,76,76,6000000.0,90000.0,28,184,78,Al Nassr,SUB,45.0,Brazil,Right,71.0,74.0,58.0,69.0,31.0,74.0,67,48,74,72,73,79,69,https://cdn.sofifa.net/players/209/356/15_120.png,https://cdn.sofifa.net/teams/112139/60.png
D. Berardi,Domenico Berardi,76,87,4700000.0,40000.0,19,183,70,U.S. Sassuolo Calcio,RW,25.0,Italy,Left,84.0,74.0,67.0,80.0,29.0,65.0,82,71,80,81,72,71,64,https://cdn.sofifa.net/players/210/935/15_120.png,https://cdn.sofifa.net/teams/111974/60.png
Bruma,Armindo Tué Na Bangna,76,83,4100000.0,70000.0,19,173,66,Galatasaray SK,RS,11.0,Portugal,Right,91.0,67.0,70.0,82.0,28.0,63.0,82,74,77,92,78,73,63,https://cdn.sofifa.net/players/211/368/15_120.png,https://cdn.sofifa.net/teams/325/60.png
Bruno Fernandes,Bruno Miguel Borges Fernandes,76,83,4700000.0,40000.0,19,173,65,Udinese Calcio,SUB,8.0,Portugal,Right,79.0,69.0,77.0,79.0,59.0,62.0,79,69,79,78,73,71,68,https://cdn.sofifa.net/players/212/198/15_120.png,https://cdn.sofifa.net/teams/55/60.png
P. Pérez,Pablo Javier Pérez,76,76,5000000.0,60000.0,28,179,71,Málaga CF,SUB,11.0,Argentina,Right,76.0,68.0,77.0,76.0,65.0,76.0,73,71,80,77,75,77,58,https://cdn.sofifa.net/players/215/079/15_120.png,https://cdn.sofifa.net/teams/573/60.png
G. Rulli,Gerónimo Rulli,76,83,3900000.0,60000.0,22,189,80,Real Sociedad,SUB,1.0,Argentina,Right,,,,,,,25,25,24,37,77,23,66,https://cdn.sofifa.net/players/215/316/15_120.png,https://cdn.sofifa.net/teams/457/60.png
N. Maksimović,Nikola Maksimović,76,83,3800000.0,40000.0,22,193,82,Torino F.C.,RM,19.0,Serbia,Right,66.0,32.0,50.0,54.0,78.0,79.0,48,28,62,49,76,38,65,https://cdn.sofifa.net/players/215/466/15_120.png,https://cdn.sofifa.net/teams/54/60.png
B. Keita,Keita Baldé Diao,76,85,4100000.0,60000.0,19,181,77,Lazio,LW,14.0,Spain,Right,88.0,70.0,69.0,80.0,31.0,71.0,82,71,80,79,68,78,66,https://cdn.sofifa.net/players/215/785/15_120.png,https://cdn.sofifa.net/teams/46/60.png
C. Abbiati,Christian Abbiati,75,75,1600000.0,40000.0,36,191,92,AC Milan,RES,32.0,Italy,Right,,,,,,,25,25,29,54,63,37,72,https://cdn.sofifa.net/players/001/219/15_120.png,https://cdn.sofifa.net/teams/47/60.png
J. O'Shea,John O'Shea,75,75,1500000.0,25000.0,33,191,75,Sunderland,RCB,16.0,Republic of Ireland,Right,52.0,32.0,57.0,54.0,78.0,72.0,45,54,67,51,75,48,61,https://cdn.sofifa.net/players/003/484/15_120.png,https://cdn.sofifa.net/teams/106/60.png
W. Brown,Wes Brown,75,75,1000000.0,25000.0,34,185,77,Sunderland,LCB,5.0,England,Right,60.0,29.0,54.0,58.0,77.0,73.0,55,46,63,48,67,43,79,https://cdn.sofifa.net/players/013/130/15_120.png,https://cdn.sofifa.net/teams/106/60.png
Hélder Postiga,Hélder Manuel Marques Postiga,75,75,3100000.0,60000.0,31,180,76,Deportivo de La Coruña,ST,9.0,Portugal,Right,71.0,72.0,60.0,72.0,34.0,74.0,70,61,75,76,76,80,89,https://cdn.sofifa.net/players/020/176/15_120.png,https://cdn.sofifa.net/teams/242/60.png
D. Pizarro,David Marcelo Pizarro Cortes,75,75,850000.0,35000.0,34,170,65,Fiorentina,CDM,7.0,Chile,Right,57.0,66.0,84.0,79.0,63.0,60.0,75,77,85,78,79,73,50,https://cdn.sofifa.net/players/024/248/15_120.png,https://cdn.sofifa.net/teams/110374/60.png
D. Bonera,Daniele Bonera,75,75,1500000.0,45000.0,33,183,74,AC Milan,LCB,25.0,Italy,Right,54.0,42.0,53.0,51.0,79.0,72.0,45,37,55,50,69,59,76,https://cdn.sofifa.net/players/045/595/15_120.png,https://cdn.sofifa.net/teams/47/60.png
M. Essien,Michaël Essien,75,75,2100000.0,60000.0,31,177,85,AC Milan,SUB,15.0,Ghana,Right,64.0,68.0,70.0,70.0,74.0,77.0,69,67,77,55,67,83,78,https://cdn.sofifa.net/players/045/674/15_120.png,https://cdn.sofifa.net/teams/47/60.png
E. Moretti,Emiliano Moretti,75,75,1500000.0,25000.0,33,182,79,Torino F.C.,LCB,24.0,Italy,Left,54.0,36.0,54.0,55.0,78.0,72.0,49,59,64,50,71,55,74,https://cdn.sofifa.net/players/046/736/15_120.png,https://cdn.sofifa.net/teams/54/60.png
J. Speroni,Julián Speroni,75,75,2100000.0,20000.0,35,186,87,Crystal Palace,GK,1.0,Argentina,Right,,,,,,,25,25,25,51,76,23,74,https://cdn.sofifa.net/players/049/212/15_120.png,https://cdn.sofifa.net/teams/1799/60.png
E. Didot,Étienne Didot,75,75,2900000.0,30000.0,30,175,65,Toulouse Football Club,RCM,8.0,France,Right,57.0,63.0,78.0,73.0,71.0,66.0,70,68,76,72,75,65,62,https://cdn.sofifa.net/players/049/488/15_120.png,https://cdn.sofifa.net/teams/1809/60.png
M. Domizzi,Maurizio Domizzi,75,75,1000000.0,25000.0,34,185,81,Udinese Calcio,SUB,11.0,Italy,Left,51.0,55.0,51.0,49.0,78.0,73.0,44,43,54,45,71,77,74,https://cdn.sofifa.net/players/051/101/15_120.png,https://cdn.sofifa.net/teams/55/60.png
P. Crouch,Peter Crouch,75,75,2300000.0,30000.0,33,201,84,Stoke City,ST,25.0,England,Right,53.0,75.0,68.0,68.0,31.0,69.0,68,56,78,56,80,74,34,https://cdn.sofifa.net/players/051/257/15_120.png,https://cdn.sofifa.net/teams/1806/60.png
K. Nolan,Kevin Nolan,75,75,2800000.0,40000.0,32,183,88,West Ham United,SUB,4.0,England,Right,52.0,77.0,73.0,70.0,63.0,81.0,69,65,74,57,84,80,82,https://cdn.sofifa.net/players/051/394/15_120.png,https://cdn.sofifa.net/teams/19/60.png
H. Westermann,Heiko Westermann,75,75,2500000.0,35000.0,30,190,87,Hamburger SV,SUB,4.0,Germany,Right,67.0,54.0,65.0,57.0,76.0,78.0,54,47,63,50,76,72,66,https://cdn.sofifa.net/players/052/270/15_120.png,https://cdn.sofifa.net/teams/28/60.png
T. Huddlestone,Tom Huddlestone,75,78,3700000.0,45000.0,27,188,78,Hull City,CDM,8.0,England,Right,46.0,70.0,81.0,67.0,72.0,73.0,65,67,81,39,72,90,57,https://cdn.sofifa.net/players/054/033/15_120.png,https://cdn.sofifa.net/teams/1952/60.png
W. Routledge,Wayne Routledge,75,75,3200000.0,35000.0,29,170,77,Swansea City,LM,15.0,England,Right,83.0,65.0,69.0,80.0,35.0,63.0,82,60,77,82,72,67,71,https://cdn.sofifa.net/players/054/051/15_120.png,https://cdn.sofifa.net/teams/1960/60.png
K. Commons,Kris Commons,75,75,3300000.0,60000.0,30,168,64,Celtic,CAM,15.0,Scotland,Left,70.0,76.0,76.0,77.0,30.0,67.0,76,73,75,81,68,80,73,https://cdn.sofifa.net/players/100/806/15_120.png,https://cdn.sofifa.net/teams/78/60.png
R. Green,Robert Green,75,75,2300000.0,25000.0,34,191,93,Queens Park Rangers,GK,1.0,England,Right,,,,,,,25,25,25,48,73,25,68,https://cdn.sofifa.net/players/101/880/15_120.png,https://cdn.sofifa.net/teams/15/60.png
S. Pepe,Simone Pepe,75,75,2900000.0,50000.0,30,178,73,Juventus,SUB,7.0,Italy,Right,80.0,72.0,75.0,80.0,57.0,61.0,82,84,80,79,64,75,66,https://cdn.sofifa.net/players/103/936/15_120.png,https://cdn.sofifa.net/teams/45/60.png
Borja Oubiña,Borja Oubiña Meléndez,75,75,2400000.0,30000.0,32,179,75,RC Celta de Vigo,SUB,4.0,Spain,Right,54.0,57.0,78.0,73.0,49.0,59.0,72,76,78,67,83,50,52,https://cdn.sofifa.net/players/110/117/15_120.png,https://cdn.sofifa.net/teams/450/60.png
Corominas,Ferrán Corominas Telechea,75,75,3100000.0,35000.0,31,171,69,Elche CF,RM,10.0,Spain,Right,77.0,71.0,63.0,78.0,34.0,68.0,77,71,78,85,84,67,72,https://cdn.sofifa.net/players/110/377/15_120.png,https://cdn.sofifa.net/teams/468/60.png
S. Riether,Sascha Riether,75,75,2300000.0,35000.0,31,174,72,Sport-Club Freiburg,SUB,22.0,Germany,Right,76.0,57.0,71.0,73.0,74.0,70.0,72,56,73,79,74,70,83,https://cdn.sofifa.net/players/111/206/15_120.png,https://cdn.sofifa.net/teams/25/60.png
R. Cohade,Renaud Cohade,75,75,3200000.0,45000.0,29,180,74,AS Saint-Étienne,SUB,10.0,France,Right,67.0,68.0,77.0,75.0,66.0,72.0,74,68,78,69,73,70,70,https://cdn.sofifa.net/players/112/365/15_120.png,https://cdn.sofifa.net/teams/1819/60.png
N. Noveski,Nikolče Noveski,75,75,550000.0,25000.0,35,190,87,1. FSV Mainz 05,SUB,4.0,North Macedonia,Right,44.0,45.0,51.0,41.0,78.0,79.0,35,43,44,43,78,69,67,https://cdn.sofifa.net/players/116/620/15_120.png,https://cdn.sofifa.net/teams/169/60.png
A. Tymoshchuk,Anatoliy Tymoshchuk,75,75,375000.0,45000.0,35,181,70,Zenit St. Petersburg,SUB,44.0,Ukraine,Right,53.0,58.0,68.0,63.0,78.0,72.0,58,56,68,66,79,84,76,https://cdn.sofifa.net/players/121/622/15_120.png,https://cdn.sofifa.net/teams/100769/60.png
M. Agazzi,Michael Agazzi,75,75,3600000.0,50000.0,29,189,85,AC Milan,SUB,1.0,Italy,Right,,,,,,,25,25,25,52,61,33,76,https://cdn.sofifa.net/players/123/586/15_120.png,https://cdn.sofifa.net/teams/47/60.png
L. Andreasen,Leon Andreasen,75,75,2100000.0,35000.0,31,188,81,Hannover 96,LDM,2.0,Denmark,Right,58.0,70.0,67.0,70.0,75.0,77.0,67,55,76,66,77,82,82,https://cdn.sofifa.net/players/130/687/15_120.png,https://cdn.sofifa.net/teams/485/60.png
E. Eboué,Emmanuel Eboué,75,75,2300000.0,50000.0,31,178,73,Galatasaray SK,SUB,27.0,Côte d'Ivoire,Right,83.0,68.0,67.0,79.0,72.0,74.0,80,51,78,82,77,84,72,https://cdn.sofifa.net/players/134/783/15_120.png,https://cdn.sofifa.net/teams/325/60.png
M. Chamakh,Marouane Chamakh,75,75,3300000.0,40000.0,30,188,70,Crystal Palace,SUB,29.0,Morocco,Right,68.0,75.0,71.0,72.0,49.0,74.0,71,75,77,70,74,79,68,https://cdn.sofifa.net/players/134/906/15_120.png,https://cdn.sofifa.net/teams/1799/60.png
S. Sidwell,Steve Sidwell,75,75,2100000.0,35000.0,31,183,80,Stoke City,SUB,21.0,England,Right,59.0,71.0,71.0,69.0,75.0,75.0,66,69,72,71,73,83,61,https://cdn.sofifa.net/players/134/941/15_120.png,https://cdn.sofifa.net/teams/1806/60.png
D. Perquis,Damien Perquis,75,75,2500000.0,30000.0,30,184,83,Real Betis Balompié,RCB,20.0,Poland,Right,55.0,39.0,54.0,51.0,75.0,83.0,42,49,61,59,72,55,85,https://cdn.sofifa.net/players/135/218/15_120.png,https://cdn.sofifa.net/teams/449/60.png
S. Schaars,Stijn Schaars,75,75,2900000.0,50000.0,30,178,76,PSV,SUB,8.0,Netherlands,Left,51.0,68.0,80.0,71.0,69.0,70.0,70,73,75,64,73,77,55,https://cdn.sofifa.net/players/137/109/15_120.png,https://cdn.sofifa.net/teams/247/60.png
M. Ciani,Michaël Ciani,75,75,2500000.0,45000.0,30,192,88,Lazio,RES,2.0,France,Right,64.0,45.0,46.0,44.0,75.0,82.0,37,25,51,46,71,81,79,https://cdn.sofifa.net/players/137/114/15_120.png,https://cdn.sofifa.net/teams/46/60.png
Y. Jouffre,Yann Jouffre,75,75,3200000.0,30000.0,29,175,65,FC Lorient,RM,8.0,France,Left,74.0,66.0,76.0,75.0,51.0,54.0,76,68,74,72,77,66,50,https://cdn.sofifa.net/players/137/960/15_120.png,https://cdn.sofifa.net/teams/217/60.png
L. Obraniak,Ludovic Obraniak,75,75,3600000.0,40000.0,29,174,72,SV Werder Bremen,SUB,7.0,Poland,Left,67.0,75.0,76.0,74.0,47.0,63.0,73,78,76,74,73,80,33,https://cdn.sofifa.net/players/138/066/15_120.png,https://cdn.sofifa.net/teams/38/60.png
J. Barton,Joey Barton,75,75,2100000.0,35000.0,31,180,76,Queens Park Rangers,SUB,8.0,England,Right,60.0,70.0,77.0,72.0,68.0,81.0,72,70,73,70,77,72,71,https://cdn.sofifa.net/players/138/193/15_120.png,https://cdn.sofifa.net/teams/15/60.png
D. Fletcher,Darren Fletcher,75,75,2900000.0,50000.0,30,184,74,Manchester United,SUB,24.0,Scotland,Right,56.0,67.0,75.0,67.0,82.0,75.0,64,64,74,62,79,76,69,https://cdn.sofifa.net/players/138/782/15_120.png,https://cdn.sofifa.net/teams/11/60.png
G. Lux,Germán Darío Lux,75,75,2800000.0,50000.0,32,186,77,Deportivo de La Coruña,GK,1.0,Argentina,Right,,,,,,,25,25,34,56,73,25,68,https://cdn.sofifa.net/players/138/798/15_120.png,https://cdn.sofifa.net/teams/242/60.png
D. Díaz,Daniel Alberto Díaz,75,75,1000000.0,45000.0,34,183,80,Boca Juniors,LCB,2.0,Argentina,Right,48.0,42.0,54.0,47.0,76.0,72.0,41,60,52,46,70,78,79,https://cdn.sofifa.net/players/140/274/15_120.png,https://cdn.sofifa.net/teams/1877/60.png
L. Britton,Leon Britton,75,75,2700000.0,35000.0,31,167,65,Swansea City,SUB,7.0,England,Right,68.0,52.0,76.0,78.0,68.0,66.0,75,60,80,78,77,50,70,https://cdn.sofifa.net/players/140/415/15_120.png,https://cdn.sofifa.net/teams/1960/60.png
D. Marshall,David Marshall,75,75,3600000.0,30000.0,29,191,83,Cardiff City,GK,1.0,Scotland,Right,,,,,,,25,25,26,33,72,23,63,https://cdn.sofifa.net/players/140/498/15_120.png,https://cdn.sofifa.net/teams/1961/60.png
E. Abidal,Eric-Sylvain Bilal Abidal,75,75,1000000.0,45000.0,34,186,74,Olympiacos CFP,LCB,22.0,France,Left,54.0,32.0,62.0,58.0,78.0,69.0,51,59,67,58,78,45,64,https://cdn.sofifa.net/players/141/645/15_120.png,https://cdn.sofifa.net/teams/280/60.png
M. Barovero,Marcelo Alberto Barovero,75,75,3300000.0,50000.0,30,181,74,River Plate,GK,1.0,Argentina,Right,,,,,,,25,25,21,32,70,25,77,https://cdn.sofifa.net/players/142/721/15_120.png,https://cdn.sofifa.net/teams/1876/60.png
L. Romagnoli,Leandro Atilio Romagnoli,75,75,2300000.0,45000.0,33,172,68,San Lorenzo de Almagro,CAM,10.0,Argentina,Right,73.0,69.0,76.0,79.0,46.0,59.0,79,72,80,76,74,73,62,https://cdn.sofifa.net/players/142/781/15_120.png,https://cdn.sofifa.net/teams/1013/60.png
D. Colotto,Diego Daniel Colotto,75,75,1500000.0,35000.0,33,184,81,RCD Espanyol de Barcelona,RCB,19.0,Argentina,Right,55.0,54.0,51.0,60.0,77.0,74.0,56,32,67,59,69,70,80,https://cdn.sofifa.net/players/143/102/15_120.png,https://cdn.sofifa.net/teams/452/60.png
F. Belluschi,Fernando Daniel Belluschi,75,75,2900000.0,35000.0,30,171,71,Bursaspor,LDM,5.0,Argentina,Right,73.0,72.0,79.0,81.0,49.0,63.0,80,84,82,82,77,78,66,https://cdn.sofifa.net/players/143/587/15_120.png,https://cdn.sofifa.net/teams/742/60.png
S. Domínguez,Sebastián Enrique Domínguez,75,75,1500000.0,40000.0,33,183,86,Vélez Sarsfield,RCB,6.0,Argentina,Right,47.0,45.0,52.0,54.0,77.0,71.0,51,72,57,54,72,67,86,https://cdn.sofifa.net/players/143/589/15_120.png,https://cdn.sofifa.net/teams/101088/60.png
B. İrtegün,Bekir İrtegün,75,75,2500000.0,50000.0,30,184,78,Fenerbahçe SK,RCB,4.0,Turkey,Right,65.0,50.0,59.0,65.0,76.0,77.0,65,52,65,64,73,57,75,https://cdn.sofifa.net/players/143/764/15_120.png,https://cdn.sofifa.net/teams/326/60.png
G. Zan,Gökhan Zan,75,75,2000000.0,50000.0,32,192,85,Galatasaray SK,SUB,5.0,Turkey,Right,41.0,44.0,52.0,53.0,77.0,78.0,50,32,60,45,65,64,50,https://cdn.sofifa.net/players/144/280/15_120.png,https://cdn.sofifa.net/teams/325/60.png
Lafita,Ángel Lafita Castillo,75,75,3600000.0,40000.0,29,187,73,Getafe CF,CAM,7.0,Spain,Right,70.0,68.0,72.0,75.0,38.0,66.0,77,69,78,66,81,77,62,https://cdn.sofifa.net/players/146/513/15_120.png,https://cdn.sofifa.net/teams/1860/60.png
Manu Del Moral,Manuel Del Moral Fernández,75,75,3300000.0,40000.0,30,185,77,SD Eibar,SUB,20.0,Spain,Right,78.0,75.0,64.0,73.0,30.0,60.0,73,72,76,70,75,80,69,https://cdn.sofifa.net/players/146/953/15_120.png,https://cdn.sofifa.net/teams/467/60.png
Miguel Flaño,Miguel Flaño Bezunartea,75,75,2700000.0,30000.0,29,177,72,CA Osasuna,LCB,4.0,Spain,Right,70.0,40.0,52.0,50.0,75.0,78.0,42,42,53,60,67,51,90,https://cdn.sofifa.net/players/146/974/15_120.png,https://cdn.sofifa.net/teams/479/60.png
S. Ryzhikov,Sergey Ryzhikov,75,75,2600000.0,30000.0,33,192,92,Rubin Kazan,GK,1.0,Russia,Right,,,,,,,25,25,25,59,74,29,60,https://cdn.sofifa.net/players/147/660/15_120.png,https://cdn.sofifa.net/teams/110227/60.png
A. Arshavin,Andrey Arshavin,75,75,2000000.0,45000.0,33,172,68,Zenit St. Petersburg,SUB,10.0,Russia,Right,75.0,71.0,76.0,77.0,27.0,58.0,75,72,78,82,68,71,57,https://cdn.sofifa.net/players/147/777/15_120.png,https://cdn.sofifa.net/teams/100769/60.png
V. Bystrov,Vladimir Bystrov,75,75,3300000.0,40000.0,30,177,73,FC Krasnodar,RW,18.0,Russia,Right,88.0,68.0,73.0,73.0,43.0,67.0,71,63,73,85,75,69,59,https://cdn.sofifa.net/players/147/779/15_120.png,https://cdn.sofifa.net/teams/112218/60.png
Z. Karcemarskas,Žydrūnas Karčemarskas,75,75,3100000.0,30000.0,31,189,79,Gaziantepspor,GK,1.0,Lithuania,Right,,,,,,,25,25,25,31,70,22,68,https://cdn.sofifa.net/players/148/203/15_120.png,https://cdn.sofifa.net/teams/101024/60.png
W. Hoolahan,Wesley Hoolahan,75,75,2800000.0,40000.0,32,168,71,Norwich City,LM,14.0,Republic of Ireland,Left,71.0,67.0,73.0,80.0,46.0,51.0,80,64,81,79,73,65,70,https://cdn.sofifa.net/players/149/791/15_120.png,https://cdn.sofifa.net/teams/1792/60.png
D. Salpingidis,Dimitris Salpingidis,75,75,2800000.0,40000.0,32,172,71,PAOK,RM,14.0,Greece,Right,87.0,78.0,70.0,75.0,40.0,72.0,73,67,75,82,71,80,67,https://cdn.sofifa.net/players/150/309/15_120.png,https://cdn.sofifa.net/teams/393/60.png
P. Ochs,Patrick Ochs,75,75,2500000.0,45000.0,30,179,71,VfL Wolfsburg,SUB,2.0,Germany,Right,77.0,54.0,72.0,70.0,73.0,74.0,69,60,72,69,76,71,80,https://cdn.sofifa.net/players/150/532/15_120.png,https://cdn.sofifa.net/teams/175/60.png
C. Jallet,Christophe Jallet,75,75,2500000.0,50000.0,30,178,70,Olympique Lyonnais,RB,13.0,France,Right,74.0,62.0,71.0,70.0,74.0,71.0,66,73,73,74,76,73,71,https://cdn.sofifa.net/players/150/590/15_120.png,https://cdn.sofifa.net/teams/66/60.png
A. Tettey,Alexander Banor Tettey,75,75,2800000.0,40000.0,28,180,68,Norwich City,RCM,27.0,Norway,Right,78.0,68.0,71.0,72.0,73.0,81.0,71,60,73,73,73,85,70,https://cdn.sofifa.net/players/152/567/15_120.png,https://cdn.sofifa.net/teams/1792/60.png
M. Williamson,Mike Williamson,75,75,2500000.0,35000.0,30,194,92,Newcastle United,RCB,6.0,England,Right,57.0,35.0,54.0,43.0,77.0,75.0,34,39,60,32,73,51,67,https://cdn.sofifa.net/players/152/741/15_120.png,https://cdn.sofifa.net/teams/13/60.png
M. Noble,Mark Noble,75,76,3700000.0,45000.0,27,180,76,West Ham United,CDM,16.0,England,Right,53.0,64.0,75.0,71.0,69.0,74.0,69,70,76,63,72,73,59,https://cdn.sofifa.net/players/152/879/15_120.png,https://cdn.sofifa.net/teams/19/60.png
D. Cvitanich,Darío Cvitanich,75,75,3300000.0,40000.0,30,174,72,OGC Nice,ST,12.0,Argentina,Right,72.0,75.0,68.0,76.0,33.0,69.0,77,67,75,73,73,72,84,https://cdn.sofifa.net/players/152/997/15_120.png,https://cdn.sofifa.net/teams/72/60.png
Àngel Rangel,Àngel Rangel Zaragoza,75,75,2300000.0,35000.0,31,180,82,Swansea City,RB,22.0,Spain,Right,65.0,58.0,74.0,72.0,76.0,76.0,72,62,74,72,74,65,75,https://cdn.sofifa.net/players/153/938/15_120.png,https://cdn.sofifa.net/teams/1960/60.png
M. Schäfer,Marcel Schäfer,75,75,2500000.0,45000.0,30,184,75,VfL Wolfsburg,SUB,4.0,Germany,Left,70.0,68.0,75.0,73.0,74.0,75.0,73,78,74,68,75,85,74,https://cdn.sofifa.net/players/155/408/15_120.png,https://cdn.sofifa.net/teams/175/60.png
J. Villar,Justo Wilmar Villar Viveros,75,75,1100000.0,40000.0,37,180,85,Colo-Colo,GK,1.0,Paraguay,Right,,,,,,,20,25,23,52,42,28,56,https://cdn.sofifa.net/players/156/092/15_120.png,https://cdn.sofifa.net/teams/110980/60.png
Ederson,Ederson Honorato Campos,75,75,3800000.0,60000.0,28,181,74,Lazio,SUB,10.0,Brazil,Right,69.0,67.0,75.0,81.0,47.0,68.0,82,77,84,78,68,80,66,https://cdn.sofifa.net/players/156/272/15_120.png,https://cdn.sofifa.net/teams/46/60.png
J. Corona,José de Jesús Corona Rodríguez,75,75,2600000.0,45000.0,33,184,85,Cruz Azul,GK,1.0,Mexico,Right,,,,,,,25,25,32,65,72,32,79,https://cdn.sofifa.net/players/156/412/15_120.png,https://cdn.sofifa.net/teams/1878/60.png
J. Arango,Juan Fernando Arango Sáenz,75,75,1500000.0,25000.0,34,180,76,Club Tijuana,LM,18.0,Venezuela,Left,57.0,77.0,80.0,76.0,34.0,59.0,73,85,84,72,75,85,77,https://cdn.sofifa.net/players/156/776/15_120.png,https://cdn.sofifa.net/teams/111678/60.png
A. Nocerino,Antonio Nocerino,75,75,3200000.0,35000.0,29,175,75,Torino F.C.,RDM,23.0,Italy,Right,76.0,71.0,72.0,74.0,72.0,80.0,72,66,74,78,75,79,75,https://cdn.sofifa.net/players/156/988/15_120.png,https://cdn.sofifa.net/teams/54/60.png
E. Zengin,Erkan Zengin,75,75,3800000.0,45000.0,28,180,72,Eskişehirspor,LM,10.0,Sweden,Right,75.0,72.0,70.0,78.0,36.0,62.0,78,66,79,84,68,70,73,https://cdn.sofifa.net/players/158/932/15_120.png,https://cdn.sofifa.net/teams/111988/60.png
S. Taylor,Steven Vincent Taylor,75,75,3000000.0,45000.0,28,186,91,Newcastle United,SUB,27.0,England,Right,55.0,33.0,51.0,47.0,76.0,76.0,38,48,59,35,76,42,67,https://cdn.sofifa.net/players/159/034/15_120.png,https://cdn.sofifa.net/teams/13/60.png
Jurado,José Manuel Jurado Marín,75,75,3400000.0,60000.0,28,176,72,Spartak Moskva,LCM,19.0,Spain,Right,75.0,78.0,76.0,82.0,29.0,52.0,86,81,78,80,74,80,62,https://cdn.sofifa.net/players/159/171/15_120.png,https://cdn.sofifa.net/teams/100767/60.png
A. Romao,Jacques-Alaixys Romao,75,75,2300000.0,50000.0,30,180,74,Olympique de Marseille,LDM,20.0,Togo,Right,60.0,54.0,68.0,68.0,72.0,85.0,64,34,73,67,74,68,82,https://cdn.sofifa.net/players/159/175/15_120.png,https://cdn.sofifa.net/teams/219/60.png
M. Krohn-Dehli,Michael Krohn-Dehli,75,75,2700000.0,35000.0,31,172,71,RC Celta de Vigo,RCM,23.0,Denmark,Right,69.0,67.0,76.0,75.0,53.0,65.0,72,76,77,79,74,81,59,https://cdn.sofifa.net/players/159/240/15_120.png,https://cdn.sofifa.net/teams/450/60.png
F. Clerc,François Clerc,75,75,2300000.0,45000.0,31,186,77,AS Saint-Étienne,RB,29.0,France,Right,71.0,49.0,69.0,67.0,75.0,78.0,64,65,72,69,75,56,75,https://cdn.sofifa.net/players/161/700/15_120.png,https://cdn.sofifa.net/teams/1819/60.png
A. Konko,Abdoulay Konko,75,75,2500000.0,45000.0,30,184,71,Lazio,SUB,13.0,France,Right,86.0,59.0,73.0,77.0,70.0,80.0,78,71,76,79,77,73,76,https://cdn.sofifa.net/players/161/999/15_120.png,https://cdn.sofifa.net/teams/46/60.png
A. Mierzejewski,Adrian Mierzejewski,75,77,4000000.0,60000.0,27,176,70,Al Nassr,CAM,86.0,Poland,Left,79.0,70.0,76.0,76.0,37.0,66.0,75,67,79,76,74,68,68,https://cdn.sofifa.net/players/162/280/15_120.png,https://cdn.sofifa.net/teams/112139/60.png
O. Kucher,Oleksandr Kucher,75,75,2300000.0,50000.0,31,184,77,Shakhtar Donetsk,RCB,5.0,Ukraine,Right,64.0,37.0,60.0,56.0,80.0,71.0,41,42,78,51,72,58,62,https://cdn.sofifa.net/players/162/508/15_120.png,https://cdn.sofifa.net/teams/101059/60.png
